0,100,200,300,400,500,600,700,800,900,1000,1100,1200,1300,1400,1500,1600,1700,1800,1900,2000,2100,2200,2300,2400,2500,2528,2556,2584,2612,2640,2668,2696,2724,2752,2780,2808,2836,2864,2892,2920,2948,2976,3004,3032,3060,3088,3116,3144,3172,3200,3228,3256,3284,3312,3340,3368,3396,3424,3452,3480,3508,3536,3564,3592,3620,3648,3676,3704,3732,3760,3788,3816,3844,3872,3900,3928,3956,3984,4012,4040,4068,4096,4124,4152,4180,4208,4236,4264,4292,4320,4348,4376,4404,4432,4460,4488,4516,4544,4572,4600,4628,4656,4684,4712,4740,4768,4796,4824,4852,4880.0,4908.0,4936.0,4964.0,4992.0,5000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,100,200,300,400,500,600,700,800,900,1000,1100,1200,1300,1400,1500,1600,1700,1800,1900,2000,2100,2200,2300,2400,2500,2524,2548,2572,2596,2620,2644,2668,2692,2716,2740,2764,2788,2812,2836,2860,2884,2908,2932,2956,2980,3004,3028,3052,3076,3100,3124,3148,3172,3196,3220,3244,3268,3292,3316,3340,3364,3388,3412,3436,3460,3484,3508,3532,3556,3580,3604,3628,3652,3676,3700,3724,3748,3772,3796,3820,3844,3868,3892,3916,3940,3964,3988,4012,4036,4060,4084,4108,4132,4156,4180,4204,4228,4252,4276,4300,4324,4348,4372,4396,4420,4444,4468,4492,4516,4540.0,4564.0,4588.0,4612.0,4636.0,4660.0,4684.0,4708.0,4732.0,4756.0,4780.0,4804.0,4828.0,4852.0,4876.0,4900.0,4924.0,4948.0,4972.0,4996.0,5000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,100,200,300,400,500,600,700,800,900,1000,1100,1200,1300,1400,1500,1600,1700,1800,1900,2000,2100,2200,2300,2400,2500,2528,2556,2584,2612,2640,2668,2696,2724,2752,2780,2808,2836,2864,2892,2920,2948,2976,3004,3032,3060,3088,3116,3144,3172,3200,3228,3256,3284,3312,3340,3368,3396,3424,3452,3480,3508,3536,3564,3592,3620,3648,3676,3704,3732,3760,3788,3816,3844,3872,3900,3928,3956,3984,4012,4040,4068,4096,4124,4152,4180,4208,4236,4264,4292,4320,4348,4376,4404,4432,4460,4488,4516,4544,4572,4600,4628,4656,4684,4712,4740,4768,4796,4824,4852,4880.0,4908.0,4936.0,4964.0,4992.0,5000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,100,200,300,400,500,600,700,800,900,1000,1100,1200,1300,1400,1500,1600,1700,1800,1900,2000,2100,2200,2300,2400,2500,2525,2550,2575,2600,2625,2650,2675,2700,2725,2750,2775,2800,2825,2850,2875,2900,2925,2950,2975,3000,3025,3050,3075,3100,3125,3150,3175,3200,3225,3250,3275,3300,3325,3350,3375,3400,3425,3450,3475,3500,3525,3550,3575,3600,3625,3650,3675,3700,3725,3750,3775,3800,3825,3850,3875,3900,3925,3950,3975,4000,4025,4050,4075,4100,4125,4150,4175,4200,4225,4250,4275,4300,4325,4350,4375,4400,4425,4450,4475,4500,4525,4550,4575,4600,4625.0,4650.0,4675.0,4700.0,4725.0,4750.0,4775.0,4800.0,4825.0,4850.0,4875.0,4900.0,4925.0,4950.0,4975.0,5000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,100,200,300,400,500,600,700,800,900,1000,1100,1200,1300,1400,1500,1600,1700,1800,1900,2000,2100,2200,2300,2400,2500,2528,2556,2584,2612,2640,2668,2696,2724,2752,2780,2808,2836,2864,2892,2920,2948,2976,3004,3032,3060,3088,3116,3144,3172,3200,3228,3256,3284,3312,3340,3368,3396,3424,3452,3480,3508,3536,3564,3592,3620,3648,3676,3704,3732,3760,3788,3816,3844,3872,3900,3928,3956,3984,4012,4040,4068,4096,4124,4152,4180,4208,4236,4264,4292,4320,4348,4376,4404,4432,4460,4488,4516,4544,4572,4600,4628,4656,4684,4712,4740,4768,4796,4824,4852,4880.0,4908.0,4936.0,4964.0,4992.0,5000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,100,200,300,400,500,600,700,800,900,1000,1100,1200,1300,1400,1500,1600,1700,1800,1900,2000,2100,2200,2300,2400,2500,2522,2544,2566,2588,2610,2632,2654,2676,2698,2720,2742,2764,2786,2808,2830,2852,2874,2896,2918,2940,2962,2984,3006,3028,3050,3072,3094,3116,3138,3160,3182,3204,3226,3248,3270,3292,3314,3336,3358,3380,3402,3424,3446,3468,3490,3512,3534,3556,3578,3600,3622,3644,3666,3688,3710,3732,3754,3776,3798,3820,3842,3864,3886,3908,3930,3952,3974,3996,4018,4040,4062,4084,4106,4128,4150,4172,4194,4216,4238,4260,4282,4304,4326,4348,4370.0,4392.0,4414.0,4436.0,4458.0,4480.0,4502.0,4524.0,4546.0,4568.0,4590.0,4612.0,4634.0,4656.0,4678.0,4700.0,4722.0,4744.0,4766.0,4788.0,4810.0,4832.0,4854.0,4876.0,4898.0,4920.0,4942.0,4964.0,4986.0,5000.0,,,,,,,,,,,,,,,,,,
0,100,200,300,400,500,600,700,800,900,1000,1100,1200,1300,1400,1500,1600,1700,1800,1900,2000,2100,2200,2300,2400,2500,2527,2554,2581,2608,2635,2662,2689,2716,2743,2770,2797,2824,2851,2878,2905,2932,2959,2986,3013,3040,3067,3094,3121,3148,3175,3202,3229,3256,3283,3310,3337,3364,3391,3418,3445,3472,3499,3526,3553,3580,3607,3634,3661,3688,3715,3742,3769,3796,3823,3850,3877,3904,3931,3958,3985,4012,4039,4066,4093,4120,4147,4174,4201,4228,4255,4282,4309,4336,4363,4390,4417,4444,4471,4498,4525,4552,4579,4606,4633,4660,4687,4714,4741,4768,4795.0,4822.0,4849.0,4876.0,4903.0,4930.0,4957.0,4984.0,5000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,100,200,300,400,500,600,700,800,900,1000,1100,1200,1300,1400,1500,1600,1700,1800,1900,2000,2100,2200,2300,2400,2500,2528,2556,2584,2612,2640,2668,2696,2724,2752,2780,2808,2836,2864,2892,2920,2948,2976,3004,3032,3060,3088,3116,3144,3172,3200,3228,3256,3284,3312,3340,3368,3396,3424,3452,3480,3508,3536,3564,3592,3620,3648,3676,3704,3732,3760,3788,3816,3844,3872,3900,3928,3956,3984,4012,4040,4068,4096,4124,4152,4180,4208,4236,4264,4292,4320,4348,4376,4404,4432,4460,4488,4516,4544,4572,4600,4628,4656,4684,4712,4740,4768,4796,4824,4852,4880.0,4908.0,4936.0,4964.0,4992.0,5000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,100,200,300,400,500,600,700,800,900,1000,1100,1200,1300,1400,1500,1600,1700,1800,1900,2000,2100,2200,2300,2400,2500,2521,2542,2563,2584,2605,2626,2647,2668,2689,2710,2731,2752,2773,2794,2815,2836,2857,2878,2899,2920,2941,2962,2983,3004,3025,3046,3067,3088,3109,3130,3151,3172,3193,3214,3235,3256,3277,3298,3319,3340,3361,3382,3403,3424,3445,3466,3487,3508,3529,3550,3571,3592,3613,3634,3655,3676,3697,3718,3739,3760,3781,3802,3823,3844,3865,3886,3907,3928,3949,3970,3991,4012,4033,4054,4075,4096,4117,4138,4159,4180,4201,4222,4243,4264,4285.0,4306.0,4327.0,4348.0,4369.0,4390.0,4411.0,4432.0,4453.0,4474.0,4495.0,4516.0,4537.0,4558.0,4579.0,4600.0,4621.0,4642.0,4663.0,4684.0,4705.0,4726.0,4747.0,4768.0,4789.0,4810.0,4831.0,4852.0,4873.0,4894.0,4915.0,4936.0,4957.0,4978.0,4999.0,5000.0,,,,,,,,,,,,
0,100,200,300,400,500,600,700,800,900,1000,1100,1200,1300,1400,1500,1600,1700,1800,1900,2000,2100,2200,2300,2400,2500,2527,2554,2581,2608,2635,2662,2689,2716,2743,2770,2797,2824,2851,2878,2905,2932,2959,2986,3013,3040,3067,3094,3121,3148,3175,3202,3229,3256,3283,3310,3337,3364,3391,3418,3445,3472,3499,3526,3553,3580,3607,3634,3661,3688,3715,3742,3769,3796,3823,3850,3877,3904,3931,3958,3985,4012,4039,4066,4093,4120,4147,4174,4201,4228,4255,4282,4309,4336,4363,4390,4417,4444,4471,4498,4525,4552,4579,4606,4633,4660,4687,4714,4741,4768,4795.0,4822.0,4849.0,4876.0,4903.0,4930.0,4957.0,4984.0,5000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
